query,category,wayback_url,chatnoir_url,file_name,uuid
racial discrimination,law,http://web.archive.org/web/20120227113545/http://www.ema.gov.au/www/agd/agd.nsf/Page/Humanrightsandanti-discrimination_Racialdiscrimination,https://www.chatnoir.eu/cache?uuid=e37b2b33-e460-567a-a556-e9c65988ecff&amp;index=cw12&amp;raw,racial-discrimination.pdf,e37b2b33-e460-567a-a556-e9c65988ecff
radar detection see through walls,knowledge,http://web.archive.org/web/20091205203035/http://www.commlawblog.com:80/2009/12/articles/unlicensed-operations-and-emer/fcc-lets-radar-company-see-through-walls/index.html,https://www.chatnoir.eu/cache?uuid=a054a9df-fce7-5f43-9491-0feea42f758a&amp;index=cw12&amp;raw,radar-detection-see-through-walls.pdf,a054a9df-fce7-5f43-9491-0feea42f758a
rapid release of histamine,health,http://web.archive.org/web/20120313010333/http://www.vivo.colostate.edu/hbooks/pathphys/endocrine/otherendo/histamine.html,https://www.chatnoir.eu/cache?uuid=495bbce2-61c7-5bd2-8a4a-02365648b2b8&amp;index=cw12&amp;raw,rapid-release-of-histamine.pdf,495bbce2-61c7-5bd2-8a4a-02365648b2b8
reducing hot flashes using home remedies,health,http://web.archive.org/web/20111021124451/http://www.redhotmamas.org/contact-us-mainmenu-214/156-home-remedies-and-natural-cures-for-menopause,https://www.chatnoir.eu/cache?uuid=3eeabfaa-7696-50de-8ffe-0cb2ec28e717&amp;index=cw12&amp;raw,reducing-hot-flashes-using-home-remedies.pdf,3eeabfaa-7696-50de-8ffe-0cb2ec28e717
rehabs,health,http://web.archive.org/web/20120729074208/http://www.integritywayflorida.com:80/rehab/rehab-ky/,https://www.chatnoir.eu/cache?uuid=99ef0f26-dea3-5c08-907b-b5942f7e95f2&amp;index=cw12&amp;raw,rehabs.pdf,99ef0f26-dea3-5c08-907b-b5942f7e95f2
romantic love letters,personal,http://web.archive.org/web/20111113045720/http://www.by-the-letter.com:80/free-romantic-love-letter.html,https://www.chatnoir.eu/cache?uuid=bc4a82b3-b7c9-5d65-aa16-9b5e20486e2d&amp;index=cw12&amp;raw,romantic-love-letters.pdf,bc4a82b3-b7c9-5d65-aa16-9b5e20486e2d
sat - scholastic assesment test,knowledge,http://web.archive.org/web/20120321015153/http://collegekingdom.com/testprep/act.php,https://www.chatnoir.eu/cache?uuid=7435e8ee-656a-5a36-a257-ed1351f5b9d6&amp;index=cw12&amp;raw,sat-scholastic-assesment-test.pdf,7435e8ee-656a-5a36-a257-ed1351f5b9d6
septic system design,knowledge,http://web.archive.org/web/20120428211156/http://ahhowland.com:80/services/civil-services/septic-system-design.html,https://www.chatnoir.eu/cache?uuid=19d4b490-8115-52ed-9b1e-51fa325af2c4&amp;index=cw12&amp;raw,septic-system-design.pdf,19d4b490-8115-52ed-9b1e-51fa325af2c4
sit and reach test,knowledge,http://web.archive.org/web/20120229103427/http://www.brianmac.co.uk:80/sitreach.htm,https://www.chatnoir.eu/cache?uuid=25e79e6a-bcd4-57a0-8fc5-c8a1710bc28b&amp;index=cw12&amp;raw,sit-and-reach-test.pdf,25e79e6a-bcd4-57a0-8fc5-c8a1710bc28b
sore throat,health,http://web.archive.org/web/20111101061302/http://www.onlinepharmaciescanada.com/ailments/sore-throat.aspx,https://www.chatnoir.eu/cache?uuid=b163b95f-5874-57ac-a69d-994667048e41&amp;index=cw12&amp;raw,sore-throat.pdf,b163b95f-5874-57ac-a69d-994667048e41
spy software,crime,http://web.archive.org/web/20120510063235/http://www.tracking-system.com/surveillance/keystroke-logger/detail/8-keystroke-logger/flypage/63-spy-software.html?sef=hcfp,https://www.chatnoir.eu/cache?uuid=1c29a9d0-8f38-5966-bc41-61d0fd2da1a3&amp;index=cw12&amp;raw,spy-software.pdf,1c29a9d0-8f38-5966-bc41-61d0fd2da1a3
std free testing,health,http://web.archive.org/web/20120201165416/http://www.pomona.edu/administration/qrc/services/std-testing.aspx,https://www.chatnoir.eu/cache?uuid=58cfb1d7-5531-550d-8863-58decc516bc8&amp;index=cw12&amp;raw,std-free-testing.pdf,58cfb1d7-5531-550d-8863-58decc516bc8
surgery center fees,health,http://web.archive.org/web/20120516082252/http://www.larrabeecenter.com:80/fees_policies.aspx,https://www.chatnoir.eu/cache?uuid=93c96e59-5ff9-5731-a22a-333ce3ae3a5e&amp;index=cw12&amp;raw,surgery-center-fees.pdf,93c96e59-5ff9-5731-a22a-333ce3ae3a5e
symptoms multiple sclerosis,health,http://web.archive.org/web/20120530112225/http://www.coloplast.com/urologyandcontinencecare/topics/symptomscauses/symptomsms,https://www.chatnoir.eu/cache?uuid=95b33d6e-e9e0-5e24-8621-fe5fdf17627e&amp;index=cw12&amp;raw,symptoms-multiple-sclerosis.pdf,95b33d6e-e9e0-5e24-8621-fe5fdf17627e
symptoms of heart attack,health,http://web.archive.org/web/20111224023738/http://www.prevent-stroke-and-heart-attack.com:80/heart-attack-signs-and-symptoms.html,https://www.chatnoir.eu/cache?uuid=4485852c-a20c-5f00-a336-f778674b4e67&amp;index=cw12&amp;raw,symptoms-of-heart-attack.pdf,4485852c-a20c-5f00-a336-f778674b4e67
symptoms of mad cow disease in humans,health,http://web.archive.org/web/20120305201715/http://www.biblehealth.com/mad-cow-disease/mad-cow-disease-symptoms.html,https://www.chatnoir.eu/cache?uuid=6a275d3a-8d81-55c7-b226-a716cb52c7a0&amp;index=cw12&amp;raw,symptoms-of-mad-cow-disease-in-humans.pdf,6a275d3a-8d81-55c7-b226-a716cb52c7a0
tangible personal property tax,politics,http://web.archive.org/web/20120504001649/http://seminoletax.org/Tax/tangible.shtml,https://www.chatnoir.eu/cache?uuid=8f2a7a72-b37b-592b-9e61-7ca101704ed9&amp;index=cw12&amp;raw,tangible-personal-property-tax.pdf,8f2a7a72-b37b-592b-9e61-7ca101704ed9
texas border patrol,politics,http://web.archive.org/web/20111015081623/http://thefreshscent.com/tag/border-patrol/,https://www.chatnoir.eu/cache?uuid=07e20e92-930a-5bc0-9890-c33381b69302&amp;index=cw12&amp;raw,texas-border-patrol.pdf,07e20e92-930a-5bc0-9890-c33381b69302
threaten strike action,politics,http://web.archive.org/web/20111016223043/http://www.thegappartnership.com:80/negotiation-news/2011/october/aberdeen-bus-drivers-threaten-strike-action-.aspx,https://www.chatnoir.eu/cache?uuid=247bf395-0b3b-595b-9da0-219869732c35&amp;index=cw12&amp;raw,threaten-strike-action.pdf,247bf395-0b3b-595b-9da0-219869732c35
tv on computer,knowledge,http://web.archive.org/web/20160828173107/http://andysdvdreviews.com/mov_watch_tv_on_your_computer,https://www.chatnoir.eu/cache?uuid=21591349-7915-5805-a7d1-25cb4aef0e34&amp;index=cw12&amp;raw,tv-on-computer.pdf,21591349-7915-5805-a7d1-25cb4aef0e34
unpaid parking tickets,law,http://web.archive.org/web/20120308125831/http://www.michigancapitolconfidential.com:80/13237,https://www.chatnoir.eu/cache?uuid=44032ecd-0d96-5f2d-aa45-e6282d7d47d0&amp;index=cw12&amp;raw,unpaid-parking-tickets.pdf,44032ecd-0d96-5f2d-aa45-e6282d7d47d0
upper respiratory resistance syndrome,health,http://web.archive.org/web/20141014064912/http://www.apneaboard.com:80/forums/Thread-Upper-Airway-Resistance-Syndrome,https://www.chatnoir.eu/cache?uuid=83512096-a993-5e1a-8be3-49b61dd6a8eb&amp;index=cw12&amp;raw,upper-respiratory-resistance-syndrome.pdf,83512096-a993-5e1a-8be3-49b61dd6a8eb
usda food pyramid,knowledge,http://web.archive.org/web/20120118112533/http://www.health-womens-healthy-living-goals.com/what-is-USDA-food-pyramid.html,https://www.chatnoir.eu/cache?uuid=d1a885a2-ce43-5530-83a2-5cd5fbd623e3&amp;index=cw12&amp;raw,usda-food-pyramid.pdf,d1a885a2-ce43-5530-83a2-5cd5fbd623e3
veterans clinics,health,http://web.archive.org/web/20120101192253/http://www.bocc.citrus.fl.us:80/commserv/commrec/suppserv/vets/va_clinic.htm,https://www.chatnoir.eu/cache?uuid=0871a49a-b60b-5ec1-9a23-0afdc30f2a9b&amp;index=cw12&amp;raw,veterans-clinics.pdf,0871a49a-b60b-5ec1-9a23-0afdc30f2a9b
vldl levels,health,http://web.archive.org/web/20120229011218/http://cholesterol.emedtv.com:80/vldl/vldl-p2.html,https://www.chatnoir.eu/cache?uuid=f73b7cae-e312-59f7-9381-dd0d303e7414&amp;index=cw12&amp;raw,vldl-levels.pdf,f73b7cae-e312-59f7-9381-dd0d303e7414
von willebrand disease,health,http://web.archive.org/web/20120404031003/http://www.vahealth.org:80/bleedingdisorders/vonWillebrandDisease.htm,https://www.chatnoir.eu/cache?uuid=c7bf4b66-f658-5baf-903d-5da56b0b93b9&amp;index=cw12&amp;raw,von-willebrand-disease.pdf,c7bf4b66-f658-5baf-903d-5da56b0b93b9
weapon exports,politics,http://web.archive.org/web/20130210133315/http://www.converge.org.nz/pma/rob00188.htm,https://www.chatnoir.eu/cache?uuid=f6714393-c8a3-5631-8241-3eeca4bfb305&amp;index=cw12&amp;raw,weapon-exports.pdf,f6714393-c8a3-5631-8241-3eeca4bfb305
wedding budget calculator,personal,http://web.archive.org/web/20120404191634/http://www.mlc.com.au:80/WeddingBudgetCalculator/,https://www.chatnoir.eu/cache?uuid=31034ae8-6a95-54f1-a8c3-46c30cd859e9&amp;index=cw12&amp;raw,wedding-budget-calculator.pdf,31034ae8-6a95-54f1-a8c3-46c30cd859e9
welfare fraud,crime,http://web.archive.org/web/20120916033552/http://www.totalcriminaldefense.com:80/crimes-a-z/white-collar/welfare-fraud.aspx,https://www.chatnoir.eu/cache?uuid=5947260e-2a5e-5156-973b-f5c24f319cb6&amp;index=cw12&amp;raw,welfare-fraud.pdf,5947260e-2a5e-5156-973b-f5c24f319cb6
what is a wiki,knowledge,http://web.archive.org/web/20100325104413/http://eclectictech.net:80/wiki/Info/WhatIsAWiki,https://www.chatnoir.eu/cache?uuid=4189c4fc-ddcf-50bd-9603-d27ce2ca5dd7&amp;index=cw12&amp;raw,what-is-a-wiki.pdf,4189c4fc-ddcf-50bd-9603-d27ce2ca5dd7
what is deep vein thrombosis,health,http://web.archive.org/web/20120420143820/http://veinforum.org/patients/what-is-vein-disease/deep-vein-thrombosis.aspx,https://www.chatnoir.eu/cache?uuid=bad623cb-e282-50e9-a10b-219ea6a2c290&amp;index=cw12&amp;raw,what-is-deep-vein-thrombosis.pdf,bad623cb-e282-50e9-a10b-219ea6a2c290
What is gentrification?,knowledge,http://web.archive.org/web/20121102144912/http://www.progress.org/archive/fold149.htm,https://www.chatnoir.eu/cache?uuid=be88780f-bd2d-5690-a09d-bd9a7af20472&amp;index=cw12&amp;raw,what-is-gentrification.pdf,be88780f-bd2d-5690-a09d-bd9a7af20472
what is rubella disease,health,http://web.archive.org/web/20120723023704/http://www.cdph.ca.gov:80/HealthInfo/discond/Pages/Rubella.aspx,https://www.chatnoir.eu/cache?uuid=18d95fd2-fb24-59ca-b52b-69743c1da950&amp;index=cw12&amp;raw,what-is-rubella-disease.pdf,18d95fd2-fb24-59ca-b52b-69743c1da950
wikileaks,knowledge,http://web.archive.org/web/20120311011105/http://www.metamute.org:80/en/articles/wikileaks_beyond_wikileaks,https://www.chatnoir.eu/cache?uuid=30725123-667e-5d4c-9007-db15b700346f&amp;index=cw12&amp;raw,wikileaks.pdf,30725123-667e-5d4c-9007-db15b700346f
work from home free money,personal,http://web.archive.org/web/20120430032648/http://www.protect-your-eyesight.com:80/work-from-home.html,https://www.chatnoir.eu/cache?uuid=4819fc9c-e9da-5179-a482-52114aab8c74&amp;index=cw12&amp;raw,work-from-home-free-money.pdf,4819fc9c-e9da-5179-a482-52114aab8c74
terrorism,crime,http://web.archive.org/web/20120207122912/http://www.satp.org:80/satporgtp/terrorism.asp,https://www.chatnoir.eu/cache?uuid=66219b0a-d96e-5c3c-9dca-5b8342f356c3&amp;index=cw12&amp;raw,terrorism.pdf,66219b0a-d96e-5c3c-9dca-5b8342f356c3
suicide,health,http://web.archive.org/web/20120307101939/http://lifegard.tripod.com:80/index.html,https://www.chatnoir.eu/cache?uuid=f0e44cae-deb6-5813-aa9a-e27dd88b15dd&amp;index=cw12&amp;raw,suicide.pdf,f0e44cae-deb6-5813-aa9a-e27dd88b15dd
protection from job dismissal,law,http://web.archive.org/web/20120413095715/http://www.atl.org.uk:80/help-and-advice/other-issues/dismissal.asp,https://www.chatnoir.eu/cache?uuid=e6fcabcd-a3d9-5be2-a928-71782bde0106&amp;index=cw12&amp;raw,protection-from-job-dismissal.pdf,e6fcabcd-a3d9-5be2-a928-71782bde0106
legal smoke,law,http://web.archive.org/web/20101208194155/http://dotcrawler.com/legal-smokes.html,https://www.chatnoir.eu/cache?uuid=d0522d3e-fe10-57e6-8e4d-02087e1642bd&amp;index=cw12&amp;raw,legal-smoke.pdf,d0522d3e-fe10-57e6-8e4d-02087e1642bd
how to file a grievance,personal,http://web.archive.org/web/20120216101302/http://personnel.ky.gov:80/diversity/eeo/grievance.htm,https://www.chatnoir.eu/cache?uuid=61c919f3-1afd-5104-864d-f15976a1637b&amp;index=cw12&amp;raw,how-to-file-a-grievance.pdf,61c919f3-1afd-5104-864d-f15976a1637b
guardianship laws,law,http://web.archive.org/web/20111217173555/http://www.divorcelawyersofatlanta.com:80/guardianships/,https://www.chatnoir.eu/cache?uuid=1793077e-26ab-5b78-b34d-48ec1ce648b7&amp;index=cw12&amp;raw,guardianship-laws.pdf,1793077e-26ab-5b78-b34d-48ec1ce648b7
employee rights,law,http://web.archive.org/web/20120408195719/http://business.ca.gov:80/StartaBusiness/AdministeringEmployees/EqualEmploymentOpportunityLaws/EmployeeRights.aspx,https://www.chatnoir.eu/cache?uuid=69861150-258e-57e2-8e6f-93252d53c6b0&amp;index=cw12&amp;raw,employee-rights.pdf,69861150-258e-57e2-8e6f-93252d53c6b0
divorce law,law,http://web.archive.org/web/20120412004321/http://www.divorcesource.com:80/ds/main/state-divorce-laws-656.shtml,https://www.chatnoir.eu/cache?uuid=f0b20e58-3b75-5948-91a2-fe61fa97fc78&amp;index=cw12&amp;raw,divorce-law.pdf,f0b20e58-3b75-5948-91a2-fe61fa97fc78
defamation of character,law,http://web.archive.org/web/20120324045508/http://www.contactlaw.co.uk/defamation-of-character.html,https://www.chatnoir.eu/cache?uuid=14c7a217-a2ae-5936-ba83-16351eab0108&amp;index=cw12&amp;raw,defamation-of-character.pdf,14c7a217-a2ae-5936-ba83-16351eab0108
criminal lawyer,law,http://web.archive.org/web/20120424182405/http://www.bestcriminaldefence.com:80/,https://www.chatnoir.eu/cache?uuid=da126869-e26f-576d-9938-05d9e56b6bc7&amp;index=cw12&amp;raw,criminal-lawyer.pdf,da126869-e26f-576d-9938-05d9e56b6bc7
consumers rights,law,http://web.archive.org/web/20120314112042/http://www.neff-law-firm.com/Bankruptcy/Consumers-Rights-Bankruptcy.shtml,https://www.chatnoir.eu/cache?uuid=3263e45c-1c74-5ff3-abb2-4b7d394d55ef&amp;index=cw12&amp;raw,consumers-rights.pdf,3263e45c-1c74-5ff3-abb2-4b7d394d55ef
civil attorney,law,http://web.archive.org/web/20111017153309/http://www.aaronhall.com/minnesota-civil-litigation-attorney/,https://www.chatnoir.eu/cache?uuid=cfbdfae0-6a10-5b70-86c2-680b1182c50f&amp;index=cw12&amp;raw,civil-attorney.pdf,cfbdfae0-6a10-5b70-86c2-680b1182c50f
building violation,law,http://web.archive.org/web/20120409084118/http://www.co.henrico.va.us:80/bldg/report-a-bulding-violation.html,https://www.chatnoir.eu/cache?uuid=d5832fae-a5c1-5970-9909-58dbc719749a&amp;index=cw12&amp;raw,building-violation.pdf,d5832fae-a5c1-5970-9909-58dbc719749a
online casino,personal,http://web.archive.org/web/20120228020602/http://www.play-casino.us:80/tag/online-casino/,https://www.chatnoir.eu/cache?uuid=fb3c5ea4-2089-54af-861b-eb4b9b390f46&amp;index=cw12&amp;raw,online-casino.pdf,fb3c5ea4-2089-54af-861b-eb4b9b390f46
how to get a loan,personal,http://web.archive.org/web/20120517171318/http://loanresources.net/how-to-get-a-loan/,https://www.chatnoir.eu/cache?uuid=da4320dd-2c8f-5598-85cf-1a4f9f302b20&amp;index=cw12&amp;raw,how-to-get-a-loan.pdf,da4320dd-2c8f-5598-85cf-1a4f9f302b20
plastic surgery,personal,http://web.archive.org/web/20111214044745/http://www.plasticsurgerydallas.com:80/plastic-surgery-richardson.php,https://www.chatnoir.eu/cache?uuid=148ddb99-92c8-58ae-98b8-c463b112dd28&amp;index=cw12&amp;raw,plastic-surgery.pdf,148ddb99-92c8-58ae-98b8-c463b112dd28
rehabilitation center,health,http://web.archive.org/web/20120411005642/http://www.lifebridgehealth.org/SinaiRehabilitationCenter/SinaiHospitalRehabilitationCenter.aspx,https://www.chatnoir.eu/cache?uuid=90000d0f-0940-5dd7-bc6d-4418d3628079&amp;index=cw12&amp;raw,rehabilitation-center.pdf,90000d0f-0940-5dd7-bc6d-4418d3628079
buy car plates,personal,http://web.archive.org/web/20120303221337/http://www.regtransfers.co.uk/main/private_car_number_plates.asp,https://www.chatnoir.eu/cache?uuid=ccca3869-c111-5ab6-8704-562d3e1aa8d3&amp;index=cw12&amp;raw,buy-car-plates.pdf,ccca3869-c111-5ab6-8704-562d3e1aa8d3
genetic engineering,knowledge,http://web.archive.org/web/20120329161225/http://www.globalchange.com:80/geneticengin.htm,https://www.chatnoir.eu/cache?uuid=b876bcd2-7a17-5c27-830b-521bc70ddc5e&amp;index=cw12&amp;raw,genetic-engineering.pdf,b876bcd2-7a17-5c27-830b-521bc70ddc5e
Rohypnol,crime,http://web.archive.org/web/20120822233359/http://www.linkinghumansystems.com:80/drugs/rohypnol.html,https://www.chatnoir.eu/cache?uuid=b17c8ef6-cd8e-53d5-a1ab-225c5cbd3d00&amp;index=cw12&amp;raw,rohypnol.pdf,b17c8ef6-cd8e-53d5-a1ab-225c5cbd3d00
forged passports,crime,http://web.archive.org/web/20120305145746/http://www.capitalfm.co.ke:80/news/2012/02/couple-in-forged-passports-case-deported/,https://www.chatnoir.eu/cache?uuid=0555da5c-5dbe-5fb6-a6bd-fb93b891f530&amp;index=cw12&amp;raw,forged-passports.pdf,0555da5c-5dbe-5fb6-a6bd-fb93b891f530
sniper rifles,crime,http://web.archive.org/web/20120304181127/http://www.wolverineqtg.com:80/rifles/sniper-rifles,https://www.chatnoir.eu/cache?uuid=c487e64d-728f-5e4e-8755-10e3724f5c44&amp;index=cw12&amp;raw,sniper-rifles.pdf,c487e64d-728f-5e4e-8755-10e3724f5c44
countries that don't have extradition with the United States,crime,http://web.archive.org/web/20130318073656/http://www.zyra.eu/usa-extradition-problem.htm,https://www.chatnoir.eu/cache?uuid=fe429f83-9b04-5b6c-b9ea-d079bb336127&amp;index=cw12&amp;raw,countries-that-dont-have-extradition-with-the-united-states.pdf,fe429f83-9b04-5b6c-b9ea-d079bb336127
i want to be a nun,personal,http://web.archive.org/web/20111225105255/http://anunslife.org:80/2008/09/17/catholic-nun-question/,https://www.chatnoir.eu/cache?uuid=3f9ca807-6a6d-5fe6-aeac-7b81cd380072&amp;index=cw12&amp;raw,i-want-to-be-a-nun.pdf,3f9ca807-6a6d-5fe6-aeac-7b81cd380072
stroke meeting,knowledge,http://web.archive.org/web/20120421233047/http://www.researchraven.com:80/conferences/category/stroke.aspx,https://www.chatnoir.eu/cache?uuid=ad044c60-25b8-5824-a573-c9c9761eec9c&amp;index=cw12&amp;raw,stroke-meeting.pdf,ad044c60-25b8-5824-a573-c9c9761eec9c
sales psychology,knowledge,http://web.archive.org/web/20120509171142/http://salesandmanagementblog.com/tag/sales-psychology/,https://www.chatnoir.eu/cache?uuid=c0ea60c6-4ca4-52b7-a7d1-a91f4a037da2&amp;index=cw12&amp;raw,sales-psychology.pdf,c0ea60c6-4ca4-52b7-a7d1-a91f4a037da2
how do i find a sex offender,crime,http://web.archive.org/web/20120514081731/http://www.sexoffenders.ws:80/index.html,https://www.chatnoir.eu/cache?uuid=d7b77076-7599-53c0-81c7-6297cb41c9e8&amp;index=cw12&amp;raw,how-do-i-find-a-sex-offender.pdf,d7b77076-7599-53c0-81c7-6297cb41c9e8
optometric surgery,health,http://web.archive.org/web/20120318183434/http://www.aoa.org:80/x9954.xml,https://www.chatnoir.eu/cache?uuid=63713077-4b91-5813-a91e-a9c159c3660b&amp;index=cw12&amp;raw,optometric-surgery.pdf,63713077-4b91-5813-a91e-a9c159c3660b
bankruptcy,personal,http://web.archive.org/web/20120513031426/http://bankruptcy.uslegal.com/,https://www.chatnoir.eu/cache?uuid=45066c5c-cec3-5fbc-8455-209a741a54d1&amp;index=cw12&amp;raw,bankruptcy.pdf,45066c5c-cec3-5fbc-8455-209a741a54d1
ruined felt fabric,knowledge,http://web.archive.org/web/20120413090420/http://www.swicofil.com:80/felting.html,https://www.chatnoir.eu/cache?uuid=314c8606-9bd0-5db0-8f86-335e362e2ae2&amp;index=cw12&amp;raw,ruined-felt-fabric.pdf,314c8606-9bd0-5db0-8f86-335e362e2ae2
kidney dialysis,health,http://web.archive.org/web/20120302143326/http://www.puristat.com:80/kidney/kidneydialysis.aspx,https://www.chatnoir.eu/cache?uuid=ab279565-57a4-5b42-b97a-65ab3f24cdc7&amp;index=cw12&amp;raw,kidney-dialysis.pdf,ab279565-57a4-5b42-b97a-65ab3f24cdc7
revolution,politics,http://web.archive.org/web/20120501133633/http://www.lotsofessays.com:80/viewpaper/1686229.html,https://www.chatnoir.eu/cache?uuid=9cf8a2dd-a1ba-59e0-bef1-e4930eee32c3&amp;index=cw12&amp;raw,revolution.pdf,9cf8a2dd-a1ba-59e0-bef1-e4930eee32c3
brain dead test,knowledge,http://web.archive.org/web/20120218172711/http://www.ncbcenter.org/Page.aspx?pid=277,https://www.chatnoir.eu/cache?uuid=d4b2b0cd-c946-5f0e-867f-0b5114b98683&amp;index=cw12&amp;raw,brain-dead-test.pdf,d4b2b0cd-c946-5f0e-867f-0b5114b98683
satanism,personal,http://web.archive.org/web/20120120054754/http://www.religioustolerance.org/satanis2.htm,https://www.chatnoir.eu/cache?uuid=c33c1869-fa5e-58d7-81f7-361763a2246d&amp;index=cw12&amp;raw,satanism.pdf,c33c1869-fa5e-58d7-81f7-361763a2246d
chiropractor,health,http://web.archive.org/web/20120426141705/http://newstudentcenter.ja.org:80/Careers/Research/Health/Pages/Chiropractors.aspx,https://www.chatnoir.eu/cache?uuid=f91e5a73-9d1b-53b4-aa17-3c9406d04ba3&amp;index=cw12&amp;raw,chiropractor.pdf,f91e5a73-9d1b-53b4-aa17-3c9406d04ba3
apocryphal books,knowledge,http://web.archive.org/web/20080724181932/http://www.bibletopics.com/biblestudy/23.htm,https://www.chatnoir.eu/cache?uuid=3860fade-5031-5f84-9790-5c2b77aa060b&amp;index=cw12&amp;raw,apocryphal-books.pdf,3860fade-5031-5f84-9790-5c2b77aa060b
parasites,health,http://web.archive.org/web/20120426135511/http://www.nihadc.com:80/health-conditions/parasites.html,https://www.chatnoir.eu/cache?uuid=b6b0f31e-1704-5bed-9a9e-a3b5e8e20e4f&amp;index=cw12&amp;raw,parasites.pdf,b6b0f31e-1704-5bed-9a9e-a3b5e8e20e4f
facial burns,health,http://web.archive.org/web/20120412143456/http://www.hanger.com:80/orthotics/services/Pages/BurnTreatment.aspx,https://www.chatnoir.eu/cache?uuid=495ff167-29a8-5a7c-a0a1-947ecbec5fe1&amp;index=cw12&amp;raw,facial-burns.pdf,495ff167-29a8-5a7c-a0a1-947ecbec5fe1
tourettes syndrome,health,http://web.archive.org/web/20120330201539/http://kidshealth.org/kid/health_problems/brain/k_tourette.html,https://www.chatnoir.eu/cache?uuid=bcf1310f-1d0c-5c3d-a90b-009d522470ad&amp;index=cw12&amp;raw,tourettes-syndrome.pdf,bcf1310f-1d0c-5c3d-a90b-009d522470ad
anti gay,personal,http://web.archive.org/web/20120213224259/http://www.thetaskforce.org/issues/anti_gay_industry,https://www.chatnoir.eu/cache?uuid=c4909061-c389-5aeb-8d01-e14f3c027213&amp;index=cw12&amp;raw,anti-gay.pdf,c4909061-c389-5aeb-8d01-e14f3c027213
abortion statistics,knowledge,http://web.archive.org/web/20130726145440/http://abortsa.com/?page_id=399,https://www.chatnoir.eu/cache?uuid=dd5b50c5-2d9a-577d-9d38-d6a776cf8107&amp;index=cw12&amp;raw,abortion-statistics.pdf,dd5b50c5-2d9a-577d-9d38-d6a776cf8107
research on adhd,knowledge,http://web.archive.org/web/20111222064633/http://newideas.net:80/adhd-news/press-release-research-genetics-adhd,https://www.chatnoir.eu/cache?uuid=537478cf-4afa-5384-827d-6b8bd91f89d9&amp;index=cw12&amp;raw,research-on-adhd.pdf,537478cf-4afa-5384-827d-6b8bd91f89d9
weight loss program,personal,http://web.archive.org/web/20121102165440/http://www.healthtuber.com:80/Weight-Loss/weight-loss-programs-diet-programs.html,https://www.chatnoir.eu/cache?uuid=0fd26364-c2dc-5f03-98cc-e9af5f67db60&amp;index=cw12&amp;raw,weight-loss-program.pdf,0fd26364-c2dc-5f03-98cc-e9af5f67db60
gang territories,crime,http://web.archive.org/web/20120310112239/http://www.chicagomag.com:80/Chicago-Magazine/The-312/December-2011/Chicago-Gang-Territory-vs-2011-Chicago-Homicides/,https://www.chatnoir.eu/cache?uuid=59e149ce-5c1d-5797-bf57-0dfb1b97c6a5&amp;index=cw12&amp;raw,gang-territories.pdf,59e149ce-5c1d-5797-bf57-0dfb1b97c6a5
internet fraud,crime,http://web.archive.org/web/20111021005058/http://ftp.sec.gov/answers/internet.htm,https://www.chatnoir.eu/cache?uuid=bced9a74-dc11-54a4-ab94-cfdea2ab5523&amp;index=cw12&amp;raw,internet-fraud.pdf,bced9a74-dc11-54a4-ab94-cfdea2ab5523
what is huntington's disease,knowledge,http://web.archive.org/web/20120228143105/http://www.ahdansw.asn.au/information/faq_what.html,https://www.chatnoir.eu/cache?uuid=37c98ab5-81ec-5583-828e-7df05c723ea7&amp;index=cw12&amp;raw,what-is-huntingtons-disease.pdf,37c98ab5-81ec-5583-828e-7df05c723ea7
urine test,health,http://web.archive.org/web/20120225185914/http://kidshealth.org:80/parent/system/medical/labtest7.html,https://www.chatnoir.eu/cache?uuid=22a7a9a2-12d8-597a-a536-0c93377b932e&amp;index=cw12&amp;raw,urine-test.pdf,22a7a9a2-12d8-597a-a536-0c93377b932e
handguns holster,crime,http://web.archive.org/web/20120111035735/http://www.handgunsmag.com:80/tag/handgun-holster/,https://www.chatnoir.eu/cache?uuid=a887636b-eaf4-5018-8cda-ce25473036dc&amp;index=cw12&amp;raw,handguns-holster.pdf,a887636b-eaf4-5018-8cda-ce25473036dc
vietnam war,knowledge,http://web.archive.org/web/20120222135532/http://www.thefinertimes.com/Vietnam-War/summery-of-vietnam-war.html,https://www.chatnoir.eu/cache?uuid=232e18b2-fb2a-559f-8ff8-2e95337f09cb&amp;index=cw12&amp;raw,vietnam-war.pdf,232e18b2-fb2a-559f-8ff8-2e95337f09cb
auto locator,personal,http://web.archive.org/web/20120312012036/http://www.cuofga.org/services/in-branch-services/auto-locators/,https://www.chatnoir.eu/cache?uuid=59c0c182-bbdf-5c7a-ae31-07c316b0daa2&amp;index=cw12&amp;raw,auto-locator.pdf,59c0c182-bbdf-5c7a-ae31-07c316b0daa2
college saving plans,personal,http://web.archive.org/web/20120506003400/http://www.excite.com:80/education/financial-aid/college-savings-plan,https://www.chatnoir.eu/cache?uuid=507cd268-403e-5528-bcf4-6cacc29992cf&amp;index=cw12&amp;raw,college-saving-plans.pdf,507cd268-403e-5528-bcf4-6cacc29992cf
